Word,ValenceMean,ValenceSD,%ValenceRaters ,ArousalMean,ArousalSD,%ArousalRaters
irreprochable,4.6,1.35,100,5.2,1.36,100
irresistible,7.45,1.15,100,6.35,1.66,100
irresponsabilidad,3,1.12,100,6.5,1.47,100
irresponsable,2.5,1,100,6.75,2.1,100
irreversible,3.25,1.65,100,6.3,2.13,100
irrevocable,3.2,1.24,100,5.95,1.93,100
irrigación,4.87,1.3,75,5.29,1.1,85
irrita,2.5,1.32,100,6.95,1.28,100
irritación,2.3,1.17,100,7.3,1.17,100
irritante,2.3,0.98,100,7.3,1.17,100
irritar,2.78,1.23,100,6.88,1.2,100
irritaré,2.95,1.15,100,6.25,1.8,100
irritaría,3.2,1.7,100,6.67,1.19,90
irrito,2.79,1.32,95,6.67,1.81,90
irrumpir,3.75,1.12,100,6.1,1.65,100
irrupción,3.16,1.12,95,5.85,1.14,100
isla,7.25,1.83,100,5.25,2.59,100
islámico,4.35,1.14,100,6.4,1.57,100
islamismo,3.95,1.82,100,6.32,1.45,95
islamista,3.9,1.41,100,6.65,1.79,100
islandés,6,1.59,100,4.47,1.39,95
islote,6.47,1.39,95,4.45,1.43,100
isótopo,5,1.21,100,4.94,1.66,90
israelí,4.5,1.15,100,5.7,1.08,100
istmo,4.58,1.62,60,4.92,1.44,60
italiana,6.55,1.39,100,4.9,1.59,100
italiano,5.85,1.5,100,5.65,2.16,100
itálica,5.65,1.11,85,4.95,1.27,95
ítem,5.16,0.9,95,5.15,1.18,100
itinerante,5.15,0.93,100,5.32,0.89,95
itinerario,5.42,0.96,95,5.21,1.27,95
izar,4.93,1.39,75,5.33,0.65,60
izquierda,5.45,1.47,100,4.35,2.13,100
izquierdista,5.15,0.93,100,5.37,1.5,95
jabalí,6,1.45,100,6.21,1.23,95
jabalina,5.58,1.07,95,5.5,1.28,100
jabón,5.8,1.11,100,3.6,1.35,100
jacinto,5,0.82,95,4.05,1.58,95
jade,5.8,0.77,75,4.69,1.08,80
jadeante,4.95,1.64,100,6.68,1.2,95
jaguar,6.65,1.35,100,6.58,1.77,95
jamás,2.6,1.43,100,6,2.15,100
jamón,7.6,1.35,100,4.7,1.56,100
japón,5.4,1.1,100,5.5,1.32,100
japonés,5.3,1.03,100,5.5,1,100
japuta,5.43,2.31,70,6.43,1.95,70
jaque,4.84,1.17,95,5.89,1.41,90
jaqueca,2.53,1.58,100,6.75,1.3,100
jarabe,4.55,2.04,100,5.95,1.39,100
jardín,7.85,0.99,100,3,1.8,100
jardinería,6.85,1.31,100,3.9,1.62,100
jardinero,5.7,0.98,100,3.85,2.01,100
jarra,5.75,1.29,100,4.7,0.73,100
jarro,5.05,0.4,95,4.75,1.41,100
jaula,3,1.34,100,6.25,1.02,100
jazmín,6.9,1.25,100,3.15,1.95,100
jazz,6.9,1.45,100,3.37,2.03,95
jefa,5.32,2.54,95,5.6,2.26,100
jefatura,4.1,1.29,100,6.15,1.04,100
jefe,3.95,1.15,100,6.35,1.46,100
jengibre,5.37,1.07,95,4.5,1.24,100
jeque,4.75,1.16,100,5.55,1.32,100
jerarquía,3.25,1.48,100,5.1,1.68,100
jerárquica,4.95,1.67,100,5.55,0.83,100
jerez,5.95,1.54,95,5.16,0.83,95
jerga,5.7,1.49,100,5.32,1.7,95
jersey,6.5,1.36,100,3.3,1.66,100
jesuita,4.45,0.89,100,5.1,1.29,100
jet,6.61,1.38,90,5.35,1.81,100
jilguero,6,1.17,85,4.11,1.66,95
jineta,5.5,1.15,90,4.94,1.43,90
jinete,5.65,0.81,100,5.25,2.4,100
jirafa,6.65,1.53,100,4.85,1.42,100
jornada,5.37,1.12,95,5.45,1.1,100
jota,6.2,1.4,100,5.05,1.1,100
joven,7.98,1.14,100,5.3,2.11,100
jovencita,6.9,1.17,100,4.75,1.74,100
jovial,7.03,1.61,97.5,5.08,1.99,95
joya,6.45,1.34,100,4.95,1.43,100
joyas,6.2,1.58,100,5.55,1.43,100
joyería,5.95,1.05,100,5.9,1.12,100
joyero,6.15,1.09,100,5.75,1.89,100
jubilación,4.8,1.47,100,3.45,1.93,100
jubilado,4.65,2.01,100,3.2,1.58,100
júbilo,6.46,1.82,97.5,5.55,1.93,95
jubiloso,7.03,1.56,100,5.08,1.7,100
judaísmo,4.65,1.14,100,4.85,1.66,100
judías,4.6,1.27,100,4.65,1.27,100
judicatura,4.8,0.86,75,5.13,1.46,75
judicial,4.05,1.23,100,6.45,1.61,100
judío,5.05,1.19,100,4.6,1.14,100
judo,5.79,1.18,95,4.82,1.63,85
juego,7.45,1.18,100,6.35,2.02,100
juerga,7.3,1.45,100,6.7,1.75,100
juez,5.3,1.34,100,5.15,1.6,100
jueza,5.15,1.63,100,6.15,1.35,100
jugada,5.55,1.19,100,5.7,1.84,100
jugador,5.85,1.04,100,5.65,1.27,100
jugadora,6.7,1.69,100,5.4,1.7,100
jugar,7.8,1.15,100,6.15,2.28,100
jugo,5.68,1.49,95,4.75,1.52,100
juguete,7.85,1.18,100,5,2.21,100
juicio,3.1,1.45,100,6.75,1.29,100
juicioso,4.3,1.59,100,6.37,1.34,95
julio,7.2,1.28,100,5.8,2.61,100
jungla,5.1,1.29,100,6.8,1.51,100
junio,5.8,1.91,100,6,2.22,100
junior,5.5,0.89,100,5,1.41,100
júnior,5.35,0.88,100,5.15,1.18,100
junta,5.25,1.29,100,4.95,1.36,100
juntar,6.85,1.79,100,4.65,1.73,100
junto,6.4,1.14,100,5.05,1.61,100
jura,4.95,1.36,100,6.15,1.04,100
jurado,4.95,1.1,100,6.1,1.12,100
juramento,5.05,1.61,100,5.75,1.68,100
jurar,4.8,0.95,100,5.1,2.07,100
jurel*,5.67,1.12,45,5,1.25,50
jurídicas,4.6,1.05,100,5.65,1.66,100
jurídico,4.25,1.07,100,5.7,1.34,100
jurisconsulto*,4.44,0.73,45,4,1.73,45
jurisdicción,4.8,1.06,100,5.25,1.68,100
jurisdiccional,4.68,1,95,5.53,1.02,95
jurisprudencia,4.59,1.28,85,5.17,1.15,90
jurisprudencial,4.65,1.11,85,5.12,1.65,85
jurista,4.9,1.17,100,5.84,1.5,95
juro,4.85,1.18,100,5.45,2.04,100
justicia,6.85,1.6,100,5.65,2.11,100
justificación,5.2,1.7,100,5.15,1.57,100
justificar,4.85,1.14,100,5.45,1.54,100
justiprecio,5.38,0.51,65,5.1,1.45,50
justito,5.05,1.28,100,5.45,1.76,100
justo,7.15,1.46,100,4.7,1.89,100
juvenil,6.45,1.23,100,5.25,2.05,100
juventud,8,1.49,100,5.23,2.27,100
juzgado,3.85,1.27,100,6.3,1.17,100
juzgar,2.95,1.15,100,6.9,1.12,100
kaki,5.89,1.45,95,5.1,1.45,100
karate,6.55,1.57,100,6.4,2.01,100
karma,6.15,1.84,100,4.85,2.11,100
kayak,5.84,1.21,95,6.33,1.46,90
ketchup,5.35,1.53,100,4.9,0.9,100
kilo,4.25,1.29,100,5.85,1.66,100
kilogramo,4.75,1.16,100,5.45,1.39,100
kilolitro,4.95,0.51,100,5,0.67,95
kilómetro,5.15,1.18,100,5.2,1.51,100
kiwi,5.85,1.27,100,3.9,1.83,100
koala,7.5,0.95,100,4.5,2.06,100
kriptón,5,0.68,70,5.69,1.49,65
kurdo*,4.25,1.75,40,4.89,0.78,45
laberinto,4.65,1.81,100,7,1.52,100
labios,6.6,1.19,100,5.5,1.64,100
labor,5.4,1.27,100,5.45,1.7,100
laboral,5.45,1.32,100,5.7,2.18,100
laboratorio,5.6,1.5,100,4.9,1.48,100
laborioso,5.2,1.64,100,6,1.69,100
laborismo,5.63,1.12,95,5.1,1.07,100
laborista,5.67,0.97,90,5,1.65,100
labrador,6.35,1.6,100,5.55,1.79,100
labranza,4.88,0.99,85,5,1.86,95
labrar,5.25,1.45,100,5.4,1.47,100
lacayo,4.06,1.39,80,4.79,1.44,95
lacra,3.15,1.35,100,5.95,1.27,95
lactancia,6.45,1.47,100,4.2,2.12,100
lacustre*,4.8,1.1,25,5.5,1,20
ladera,6.15,1.09,100,3.4,1.57,100
lado,5.2,0.52,100,3.95,1.64,100
ladrar,4.95,1.93,100,5.9,1.65,100
ladrido,4.4,1.1,100,6.4,1.43,100
ladrillo,4.55,1,100,5.1,0.79,100
ladrón,2.85,1.35,100,7.23,1.14,100
lagartija,5.25,1.59,100,6.2,1.61,100
lagarto,4.9,1.25,100,5.75,1.41,100
lago,6.68,1.23,100,3.1,1.71,100
lágrima,3.05,1.61,100,5.9,2.4,100
laguna,6.25,1.62,100,4.2,1.7,100
laicismo,5.07,1.44,70,4.78,1.7,90
laico,5.58,1.02,95,3.9,1.55,100
lambada,6.13,1.54,80,4.57,1.65,70
lambda,5.44,1.95,90,5.22,0.88,90
lamentable,2.55,1.32,100,6.05,1.85,100
lamentar,2.75,0.97,100,5.9,2.07,100
lamento,2.55,1.23,100,5.8,1.77,100
lamer,6,1.56,100,6.75,1.68,100
lámina,5.3,0.8,100,4.75,1.21,100
lámpara,5.35,0.75,100,4.1,1.62,100
lana,6.05,1.23,100,3.65,1.69,100
lanar,5.5,0.97,80,3.94,1.6,85
lance,5,1.31,75,5.29,1.59,70
lancha,5.6,0.99,100,5.7,1.03,100
langosta,5.9,1.97,100,4.4,1.19,100
lánguida,3.88,1.41,85,4.74,1.33,95
lánguido,4.23,1.15,77.5,4.53,1.38,85
lanza,4.5,0.89,100,6.2,1.32,100
lanzadera,4.35,1.09,100,6.35,1.46,100
lanzador,5.3,1.34,100,6.4,1.43,100
lanzagranadas,2.45,1.47,100,7.05,1.79,100
lanzallamas,3.85,1.63,100,6.5,1.82,100
lanzamiento,5.65,1.53,100,6.15,1.23,100
lanzamisiles,2.25,1.21,100,7.45,1.82,100
lanzar,5.35,1.27,100,5.9,1.48,100
lápida,1.35,0.59,100,6.75,2,100
lapidación,1.55,0.94,100,7.45,1.32,100
lapislázuli,6.23,1.17,65,3.69,2.3,80
lápiz,5.9,1.17,100,4.28,1.47,100
lapso,4.83,0.99,90,4.84,1.38,95
larga,4.75,1.62,100,5.35,1.18,100
largo,5.25,0.85,100,5.05,1.36,100
largometraje,6.1,1.33,100,5.2,1.7,100
larguísima,4.55,2.04,100,5.53,1.07,95
laringitis,2.9,1.55,100,6.6,0.75,100
larva,4.1,1.77,100,6.26,1.05,95
láser,5.15,1.04,100,5.45,1.5,100
lástima,2.65,1.08,100,6.4,1.79,100
lastimero,3.1,1.33,100,5.22,1.11,90
lastre,2.95,1.35,95,5.95,1.73,100
lata,5.15,0.88,100,5.05,0.69,100
latente,5.53,1.65,95,5.2,1.15,100
lateral,5.3,0.66,100,4.65,1.14,100
látex,5.35,0.88,100,5.65,1.39,100
latido,6.6,1.5,100,5.05,2.04,100
látigo,3.05,1.47,100,6.5,1.85,100
latín,5.7,1.17,100,4.75,2.07,100
latina,5.95,1.39,100,5.6,1.7,100
latino,6.15,1.5,100,5.35,1.87,100
latinoamericano,5.45,1.43,100,4.8,1.51,100
latir,7.45,1.57,100,5.5,2.65,100
latitud,4.95,1,100,4.2,1.51,100
latón,5,1.12,85,4.75,0.45,60
laúd,5.63,1.16,95,4.11,1.91,90
laudo*,5.4,0.89,25,5.71,1.7,35
laurel,5.8,1.06,100,3.55,1.32,100
lava,4.6,1.76,100,6.2,1.54,100
lavabo,5.13,0.76,100,4.48,1.63,100
lavado,6,1.3,100,3.45,1.7,100
lavanda,7.2,1.61,100,3.6,1.82,100
lavandero,4.95,0.94,100,4.6,1.31,100
lavar,5.85,1.84,100,4.05,1.05,100
lavavajillas,5.65,1.35,100,5.15,0.99,100
laya*,5,0,20,3.6,1.84,50
lazo,6.45,1.43,100,4.65,1.63,100
lea,6.28,1.6,90,4.16,1.8,95
leal,7.8,1.14,100,3.78,2.28,100
lealtad,7.8,1.4,100,5.1,2.53,100
lección,5.6,1.5,100,5.2,1.58,100
leche,6.35,1.31,100,3.95,1.7,100
lechera,5.85,1.04,100,4.3,0.92,100
lechero,5.7,0.98,100,4.1,1.17,100
lecho,4.7,2.11,100,3.65,2.23,100
lechuga,5.9,1.17,100,3.85,1.42,100
lechuza,6.15,1.27,100,4.85,1.6,100
lector,6.55,1.47,100,4.25,2.43,100
lectura,7.25,1.29,100,3.25,1.97,100
lecturas,6.35,1.31,100,3.95,1.64,100
lee,7.5,1.4,100,3.58,1.74,95
leer,7,1.38,100,3.5,2.33,100
leeré,6.4,1.5,100,4.2,1.7,100
leería,5.95,1.39,100,4.45,1.32,100
legado,5.9,1.21,100,4.85,1.98,100
legal,6.4,1.47,100,4.05,1.64,100
legalidad,6.35,1.57,100,3.55,2.21,100
legalización,5.9,1.33,100,4.8,1.82,100
legalizar,6.45,1.36,100,5.25,1.65,100
legar,5.46,1.33,65,5.27,1.03,75
legendario,6.9,1.41,100,6.05,1.61,100
legión,4.6,1.35,100,5.84,1.46,95
legionario,4.79,1.81,95,6.2,1.79,100
legionela,2.94,1.7,90,6.77,1.64,65
legislación,4,1.26,100,5.2,1.36,100
legislador,4.4,1.1,100,5.75,1.68,100
legislar,4.5,0.69,100,6,1.34,100
legislativo,4.8,1.01,100,5.15,0.49,100
legislatura,4.6,1.1,100,5.58,1.8,95
legítima,6,1.49,100,5.1,1.77,100
legitimación,5.1,0.72,100,5.5,1.24,100
legitimar,5.22,0.55,90,5,1.12,100
legitimidad,5.75,1.25,100,5.3,1.72,100
legítimo,6.05,1.39,100,5.8,1.61,100
lego,6.06,1.66,90,5.29,0.92,85
legua,4.59,0.87,85,5.05,1.47,100
lehendakari,4,1.37,80,5.7,1.16,50
lejanía,3.4,1.7,100,5.45,1.76,100
lejano,4,1.3,100,4.8,2.04,100
lejos,3.7,1.34,100,5.7,1.59,100
lema,5.79,0.92,95,5.35,1.5,100
leña,5.65,1.04,100,4.45,1.73,100
lengua,5.7,1.26,100,5.45,1.64,100
lenguado,5.4,1.1,100,4.8,0.83,100
lenguaje,6.45,1.36,100,4.65,2.01,100
leño,5.18,1.13,85,4.61,1.46,90
lenta,4,1.45,100,3.25,1.52,100
lente,5.4,1.23,100,4.6,1.43,100
lentillas,4.9,0.91,100,4.8,1.64,100
lentitud,3.05,1.23,100,3.1,1.65,100
lento,3.75,1.15,100,3.7,2.09,100
leo,5.55,1.19,100,4.63,1.95,95
león,6.25,1.74,100,7.3,1.59,100
leona,6.45,1.61,100,6.35,1.31,100
leonés,5.3,0.66,100,5,0.73,100
leopardo,5.95,1.82,100,6.9,1.71,100
leotardo,5.25,1.12,100,4.6,0.99,100
lepra,1.98,1.17,100,6.93,1.44,100
lesbiana,5.7,1.45,100,5.15,1.85,100
lesión,2.33,1.14,100,6.95,1.64,100
lesionar,2.3,1.13,100,6.65,1.81,100
letargo,4.36,0.63,70,4.13,2.1,75
letra,5.75,1.02,100,4.15,1.42,100
letrado,5.11,1.15,95,4.7,1.63,100
letrero,5.25,0.44,100,4.35,1.53,100
leucemia,1.65,1.14,100,7,1.38,100
levadura,5.45,0.89,100,4.35,1.39,100
levantamiento,4.15,2.03,100,6.4,1.35,100
levantar,6.1,1.74,100,4.95,1.79,100
levante,5.9,1.21,100,4.3,1.75,100
leve,5.9,1.59,100,3.25,1.33,100
levita,5.73,0.88,75,5.26,2.21,95
lexema,5.05,1.39,100,4.65,1.46,100
léxico,5.1,1.02,100,4.85,0.81,100
ley,4.65,1.63,100,5.5,1.32,100
leyenda,5.9,1.02,100,5.08,2.03,100
leyendas,6.2,1.24,100,5.7,1.81,100
lía,4.84,1.68,95,4.6,1.3,75
libanés,5,1.38,100,5.21,1.08,95
libélula,5.35,1.57,100,5.68,1.42,95
liberación,7.75,1.25,100,4.98,2.66,100
liberal,7.15,1.53,100,4.8,2.04,100
liberalidad,6.58,1.64,95,5,2.15,100
liberalismo,6.4,1.35,100,5.95,1.61,100
liberalización,7.3,1.53,100,4.75,2.47,100
liberalizar,7,1.3,100,5.45,2.04,100
liberar,7.6,1.31,100,5.65,2.46,100
libertad,8.6,0.71,100,4.68,2.8,100
libertador,6.35,1.84,85,5,1.17,100
libertario,6.06,1.26,90,5.35,1.73,85
libertinaje,5.22,1.7,90,6.42,1.3,95
libido,7.06,1.39,85,6.28,1.84,90
libio,5,1.41,70,5.38,1.66,65
libra,5.65,1.18,100,4.85,1.46,100
librar,7.1,1.33,100,3.95,1.43,100
libre,8.85,0.37,100,3.73,2.54,100
librería,7,1.03,100,3.95,1.9,100
librero,5.95,1.32,100,3.65,1.46,100
libreta,5.5,1.1,100,4.7,1.34,100
libreto,5.4,0.75,100,4.16,1.5,95
librito,6.25,1.33,100,3.8,1.28,100
libro,6.85,1.31,100,4,2.36,100
licencia,5.95,1.05,100,5.85,1.9,100
licenciada,7.55,1.47,100,5.35,2.5,100
licenciado,6.8,1.28,100,4.98,1.82,100
licenciar,6.9,1.29,100,5.3,2.13,100
licenciatura,7.1,1.86,100,5.15,2.01,100
liceo,5.24,0.66,85,5.21,1.42,70
licitación,5.31,1.14,80,4.69,1.49,65
lícito,5.53,1.43,95,4.8,1.4,100
licor,5.55,1.32,100,6.6,1.1,100
licuadora,5.2,0.83,100,5.3,2.11,100
líder,6.35,1.93,100,6.3,1.54,100
liderar,5.2,1.67,100,5.85,1.73,100
liderato,5.74,1.79,95,5.3,1.84,100
liderazgo,5.9,1.68,100,6.05,1.15,100
lidia,4.83,1.58,90,5.05,1.32,100
lidiar,4.45,1.1,100,5.9,1.62,100
liebre,6.15,1.31,100,4.95,1.5,100
lienzo,6.65,0.99,100,3.95,1.76,100
liga,5.15,0.93,100,5.7,1.54,100
ligamento,4.7,1.34,100,5.45,1.47,100
ligar,7.2,1.2,100,7,1.89,100
ligera,5.55,0.89,100,3.7,1.72,100
ligereza,6.15,1.04,100,4,1.59,100
ligero,6.2,1.28,100,4.1,1.77,100
liguero,6.8,1.36,100,6.7,1.13,100
lija,4.7,0.57,100,5.3,1.66,100
lijadora,4.25,1.16,100,5.65,1.35,100
lila,6.1,1.45,100,4.4,1.67,100
lilium*,7,2.83,10,4.67,0.58,15
lilo,5.08,1.38,60,5.31,1.65,65
lima,5.65,0.67,100,4.7,1.53,100
limbo,5.45,2.06,100,5.05,2.35,100
limeño*,5,0,35,5.4,0.89,25
limitación,3.25,1.33,100,5.85,1.63,100
limitar,3.75,1.12,100,5.85,1.39,100
límite,4.3,1.72,100,6,1.86,100
limítrofe,4.8,0.92,50,5,1.7,85
limón,6.55,1.43,100,4.7,1.3,100
limonada,7.8,1.15,100,3.2,1.96,100
limonero,6.6,1.54,100,4.6,1.35,100
limosna,3.9,1.74,100,5.55,1.7,100
limpiador,5.4,1.5,100,4.25,1.33,100
limpiadora,5.3,0.73,100,4.8,0.89,100
limpiar,5.2,1.88,100,4.6,1.47,100
limpieza,5.85,2.03,100,3.75,1.37,100
limusina,6.05,1.15,100,5.65,1.23,100
linaje,6,1.25,95,4.6,1.57,100
lince,7.1,1.21,100,5.65,1.5,100
linda,7.05,1.28,100,4.35,1.73,100
lindar,5.18,0.73,85,4.69,1.08,80
lindo,7.5,1.1,100,5.55,1.9,100
línea,5.2,0.52,100,4.35,1.46,100
lineal,4.7,1.22,100,4.1,2,100
linear,5.25,0.64,100,4.6,1.14,100
lingüista,5.95,1.64,100,4.8,1.64,100
lingüística,5.6,1.6,100,5,1.86,100
lino,5.9,1.07,100,4.35,1.18,100
linterna,5.8,1.32,100,4.33,1.58,100
lío,4.1,1.25,100,7.05,0.94,100
liquidación,5.7,1.59,100,5.85,1.66,100
liquidar,4.75,1.45,100,5.7,1.53,100
liquidez,5.6,1.23,100,5.1,1.8,100
líquido,5.9,0.97,100,4.45,1.43,100
lira,5.8,1.15,100,3.95,1.78,95
lírica,5.65,1.14,100,4.3,1.49,100
lirio,6.16,1.12,95,3.9,1.45,100
lirismo*,5.56,1.13,45,4.23,1.17,65
lisa,5.2,0.62,100,4.05,1.43,100
liso,5.55,1.03,100,4.05,1.36,100
lisonja*,5,0,40,5.5,1.08,50
lista,7.3,1.92,100,5.3,1.78,100
listado,5.35,0.67,100,4.45,1.57,100
listón,4.95,1.15,100,5.5,1.36,100
litera,5.45,1.05,100,3.95,2.04,100
literal,5.1,0.64,100,4.85,1.14,100
literaria,6.2,1.24,100,4.05,1.54,100
literato,5,1.12,85,4.06,1.64,85
literatura,7.15,1.66,100,4.15,2.11,100
litigio*,4.71,0.49,35,5.5,1.16,70
litio,5,0.47,95,5.42,1.98,95
litoral,6.3,1.53,100,4.7,2.32,100
litro,5.8,1.16,100,5.13,2.17,100
lituano,5.37,1.57,95,4.55,1.43,100
liturgia,5,1.5,85,4.18,1.47,85
litúrgico,3.78,1.63,90,4.75,1.69,80
liviana,5.5,0.97,80,3.37,1.83,95
lívido,5.76,1.86,85,6.33,1.78,90
llaga,3.15,0.99,100,5.8,1.54,100
llama,5.55,1.88,100,6.6,1.19,100
llamamiento,5.55,1.19,100,6.5,1.47,100
llamar,5.7,1.03,100,5.3,1.03,100
llamarada,4.11,1.41,95,6.8,1.7,100
llamativo,6.15,1.23,100,6.05,1.39,100
llame,5.1,0.31,100,4.95,0.89,100
llano,5.3,1.09,100,4.05,1.19,100
llanto,2.3,1.17,100,6.85,1.46,100
llanura,5.8,1.2,100,3.2,1.44,100
llave,5.78,1.1,100,4.43,1.5,100
llegada,6.25,1.16,100,4.6,1.85,100
llegar,6,1.52,100,5.1,1.41,100
llenado,5.55,1.15,100,4.85,1.63,100
llenar,6.3,1.66,100,5,1.89,100
lleno,5.25,1.71,100,5.4,2.04,100
llevar,6.05,1.32,100,5,1.3,100
llorar,2.25,1.02,100,6.05,2.14,100
lloriqueo,3.18,1.08,100,6.1,1.73,97.5
lloro,2.85,1.81,100,6.4,2.04,100
llorón,3.6,1.47,100,6.35,0.81,100
llover,5.4,2.01,100,4.3,2.27,100
llovizna,5.75,1.94,100,4.3,1.53,100
lluvia,6.63,1.75,100,3.4,2.22,100
lluviosa,5.65,2.03,100,3.85,2.11,100
loable,6.18,1.25,55,4.87,0.99,75
lobo,5.95,1.82,100,6.7,1.78,100
lóbrego*,4.36,1.79,55,5.29,1.98,35
lóbulo,5.15,0.99,100,4.85,0.81,100
local,5.3,0.92,100,4.65,1.27,100
localidad,5.5,1,100,4.65,0.88,100
localización,5.35,0.59,100,4.95,1.7,100
localizar,5.85,0.99,100,4.95,1.7,100
loco,4.08,1.86,100,6.7,1.22,100
locomoción,5.6,0.99,100,6,1.69,100
locomotora,5.35,1.04,100,6.1,1.45,100
locución,5.2,1.06,100,4.84,1.21,95
locutor,6.1,1.37,100,4.35,2.06,100
lodo,3.8,1.44,100,5.3,1.42,100
logia*,4.38,0.87,65,5.13,1.13,40
lógica,6.8,1.36,100,5.3,1.89,100
logística,5.15,1.39,100,4.95,1.23,100
logo,5.3,0.57,100,4.7,1.38,100
logopeda,6.5,2.21,100,5.2,2.28,100
logotipo,6.05,1.19,100,5.2,1.4,100
lograr,7.35,2.01,100,6.2,2.14,100
logro,7.83,1.32,100,6.65,2.46,100
loma,5.13,0.72,80,4.47,1.22,95
lombarda,5,1.14,90,5,1.27,85
lombriz,3.7,1.66,100,5.55,1.67,100
lomo,6,1.45,100,4.75,1.59,100
lona,5.21,0.54,95,3.8,1.61,100
londinense,6.4,1.27,100,4.85,1.9,100
loneta,4.69,1.01,80,5,1.2,75
longevidad,6.05,1.47,100,4.9,1.92,100
longitud,5.2,0.83,100,5.1,0.85,100
longitudinal,5,0.46,100,4.55,1.39,100
loro,6.35,1.57,100,4.8,1.77,100
losa,4.85,0.37,100,4.4,1.14,100
lote,6,1.12,100,5.2,1.2,100
lotería,6.55,1.76,100,6.63,1.43,100
loto,5.78,1.17,90,4.21,1.51,95
loza,5.4,0.97,50,4.93,1.33,75
lozana,5.69,1.18,65,4.57,1.28,70
lozanía,5.75,1.66,60,4.7,0.95,50
lubina,5.8,1.4,100,4.35,1.39,100
lucero,6.05,0.94,100,3.5,1.5,100
lucha,3.65,2.15,100,7.25,1.16,100
luchador,7.05,1.96,100,6.5,1.82,100
luchar,5.7,2.94,100,7.05,1.15,100
lucidez,6.7,1.22,100,4.45,2.52,100
lúcido,6.4,1.31,100,5.2,2.12,100
luciérnaga,5.95,2.14,100,5.25,2.05,100
lucimiento,6.06,1.14,85,4.9,1.41,100
lucio*,5.33,0.71,45,4.67,1.41,45
lucir,6.15,1.09,100,5.45,1.61,100
lucrativo,5.6,1.76,100,5.78,0.81,90
lucro,4.63,1.71,95,6.5,1.34,90
lúdico,6.2,1.44,100,5.6,1.9,100
luego,4.7,0.92,100,5.35,1.14,100
lugar,6.05,1.39,100,4.5,1.5,100
lugarteniente,4.57,1.34,70,5.39,1.65,90
lúgubre,3.39,1.75,90,6.06,1.43,90
lujo,7.28,1.41,100,5.45,1.96,100
lujoso,6.25,1.41,100,5.5,1.91,100
lujuria,5.85,2.08,100,7.25,1.24,100
lumbago,3.3,1.22,100,6.35,1.39,100
lumbalgia,2.4,1.31,100,6.8,1.32,100
lumbre,6.84,1.3,95,3.95,2.28,100
luminosa,6.65,0.88,100,5.1,2.02,100
luminosidad,7.05,1.43,100,4.3,1.87,100
luna,7.65,1.39,100,2.95,1.93,100
lunar,6.3,1.3,100,4.4,2.23,100
lupa,5.1,0.85,100,5.1,1.21,100
lupus,2.79,1.69,95,6.23,2.09,65
luso*,5.11,0.33,45,4.92,1.16,60
lustre,5.67,1.11,75,5.25,1.29,80
lustro,5.26,1.28,95,4.65,1.66,100
lustroso,6.84,1.42,95,4.9,1.68,100
luto,1.65,1.04,100,6.9,1.86,100
luxemburguesa,5,1,85,4.79,0.98,95
luz,7.1,1.48,100,4.45,1.67,100
lycra,5.1,1.29,100,5.05,1.05,100
macabro,2.55,1.93,100,6.7,1.84,100
macarena,6.32,1.25,95,5.9,1.94,100
macedonio,5.26,1.05,95,4.65,1.27,85
maceta,5.7,0.98,100,4.3,0.92,100
machacar,2.8,1.32,100,6.45,1.7,100
machete,3.58,1.8,95,6.89,1.41,95
machista,1.8,0.7,100,7.85,0.99,100
macho,5.1,0.79,100,4.8,2.09,100
maciza,6,1.17,100,5.35,1.87,100
macizo,5.85,1.09,100,5.9,1.71,100
madame,5.59,1.28,85,5.25,1.59,100
madera,6.1,1.37,100,3.95,1.32,100
maderera,5.06,0.43,85,5.06,1.06,80
madrastra,3.8,1.4,100,6,1.3,100
madre,8.4,0.93,100,4.3,2.77,100
madreperla*,5.78,2.39,45,5,0.58,35
madreselva,5.95,1.32,100,4.88,1.67,80
madridista,5.6,1.98,100,5.3,1.81,100
madrigal,5.17,0.51,90,5,0.71,85
madriguera,5.9,1.55,100,5.25,1.41,100
madrileño,5.4,1.43,100,5.35,0.88,100
madrina,6.4,1.35,100,4.45,1.96,100
madroño,5.45,0.69,55,4.69,1.03,65
madrugada,6.5,1.43,100,6.15,1.73,100
madura,6.65,1.42,100,5,1.65,100
maduración,6.85,1.18,100,5.05,1.47,100
madurar,7.35,1.69,100,4.45,1.88,100
madurez,6.25,1.33,100,4.95,1.93,100
maduro,6.55,1.39,100,4.85,2.01,100
maese*,5,0.71,25,4.67,1.8,45
maestra,5.9,0.97,100,4.6,1.64,100
maestre,5.39,0.92,90,5.16,1.01,95
maestría,7.45,1.54,100,6,1.49,100
maestro,6.65,1.39,100,5.05,1.5,100
mafia,2.2,1.11,100,6.95,1.43,100
magazín,5.32,0.58,95,4.58,1.12,95
magdalena,7.25,1.48,100,4,1.72,100
magenta,6.15,1.18,100,4.65,1.76,100
magia,7.35,1.5,100,6.6,1.54,100
mágico,7.45,1.2,100,5.75,2.35,100
magisterio,5.85,1.6,100,4.5,1.73,100
magistrada,5.45,1,100,5.1,0.97,100
magistrado,5.35,1.27,100,5.2,0.62,100
magistral,6.35,1.18,100,4.92,1.66,97.5
magistratura,5.26,0.81,95,5.44,1.59,80
magma,4.72,0.57,90,5.72,2.14,90
